Time;Total_SIF
03.06.2019 13:23;6.270024791
03.06.2019 13:23;3.851516268
03.06.2019 13:24;3.179641764
03.06.2019 13:25;5.998855006
03.06.2019 13:26;4.868313676
03.06.2019 13:27;5.025035552
03.06.2019 13:27;3.809455385
03.06.2019 13:28;3.989344566
03.06.2019 13:29;4.157948853
03.06.2019 13:30;3.942185635
03.06.2019 13:30;3.141266228
03.06.2019 13:31;4.752187294
03.06.2019 13:32;3.825201716
03.06.2019 13:33;4.320738386
03.06.2019 13:34;3.646850535
03.06.2019 13:34;2.601585975
03.06.2019 13:35;3.888952499
03.06.2019 13:36;2.096751168
03.06.2019 13:37;3.36416283
03.06.2019 13:37;1.895203675
03.06.2019 13:38;2.793003874
03.06.2019 13:39;3.249200169
03.06.2019 13:40;3.244239894
03.06.2019 13:41;2.695195771
03.06.2019 13:41;3.000830993
03.06.2019 13:42;2.308374568
03.06.2019 13:43;2.169377553
03.06.2019 13:44;2.860988899
03.06.2019 13:45;2.783843726
03.06.2019 13:45;2.689081086
03.06.2019 13:46;1.765838169
03.06.2019 13:47;1.89407764
03.06.2019 13:48;3.398747157
03.06.2019 13:48;3.024624144
03.06.2019 13:49;2.481412821
03.06.2019 13:50;2.663677514
03.06.2019 13:51;2.801541687
03.06.2019 13:52;2.000346462
03.06.2019 13:52;3.568077676
03.06.2019 13:53;3.054027756
03.06.2019 13:54;3.240242262
03.06.2019 13:55;3.075485713
03.06.2019 13:55;2.751096879
03.06.2019 13:56;3.044103055
03.06.2019 13:57;3.480710247
03.06.2019 13:58;3.341660138
03.06.2019 13:59;2.959856505
03.06.2019 13:59;2.615601624
03.06.2019 14:00;2.45640546
03.06.2019 14:01;2.254594902
03.06.2019 14:02;2.469512779
03.06.2019 14:02;0.966378951
03.06.2019 14:03;3.296944246
03.06.2019 14:04;2.746024316
03.06.2019 14:05;1.955949315
03.06.2019 14:06;2.628304453
03.06.2019 14:06;2.661416856
03.06.2019 14:07;3.81614778
03.06.2019 14:08;2.849323968
03.06.2019 14:09;4.320988414
03.06.2019 14:09;3.188835173
03.06.2019 14:10;3.271239745
03.06.2019 14:11;3.019859194
03.06.2019 14:12;3.350705303
03.06.2019 14:12;3.938860516
03.06.2019 14:13;3.530011244
03.06.2019 14:14;3.753679025
03.06.2019 14:15;4.570849236
03.06.2019 14:15;4.773140929
03.06.2019 14:16;2.819341497
03.06.2019 14:17;4.271368246
03.06.2019 14:18;3.897045848
03.06.2019 14:18;3.553091504
03.06.2019 14:19;5.331011247
03.06.2019 14:20;3.097819554
03.06.2019 14:21;1.309513807
