302.00 0.02958
304.00 0.02976
306.00 0.02993
308.00 0.03011
310.00 0.03029
312.00 0.03046
314.00 0.03064
316.00 0.03082
318.00 0.03099
320.00 0.03117
322.00 0.03135
324.00 0.03152
326.00 0.03170
328.00 0.03188
330.00 0.03205
332.00 0.03223
334.00 0.03241
336.00 0.03258
338.00 0.03276
340.00 0.03293
342.00 0.03311
344.00 0.03329
346.00 0.03347
348.00 0.03364
350.00 0.03382
352.00 0.03399
354.00 0.03417
356.00 0.03435
358.00 0.03452
360.00 0.03470
362.00 0.03488
364.00 0.03505
366.00 0.03523
368.00 0.03541
370.00 0.03558
372.00 0.03576
374.00 0.03594
376.00 0.03611
378.00 0.03629
380.00 0.03647
382.00 0.03664
384.00 0.03682
386.00 0.03699
388.00 0.03717
390.00 0.03735
392.00 0.03752
394.00 0.03770
396.00 0.03788
398.00 0.03805
400.00 0.03823
402.00 0.03841
404.00 0.03853
406.00 0.03862
408.00 0.03877
410.00 0.03889
412.00 0.03895
414.00 0.03906
416.00 0.03923
418.00 0.03930
420.00 0.03940
422.00 0.03953
424.00 0.03971
426.00 0.03979
428.00 0.03986
430.00 0.04014
432.00 0.04014
434.00 0.04029
436.00 0.04032
438.00 0.04050
440.00 0.04060
442.00 0.04070
444.00 0.04079
446.00 0.04093
448.00 0.04107
450.00 0.04119
452.00 0.04129
454.00 0.04136
456.00 0.04149
458.00 0.04163
460.00 0.04179
462.00 0.04189
464.00 0.04200
466.00 0.04206
468.00 0.04219
470.00 0.04233
472.00 0.04244
474.00 0.04260
476.00 0.04267
478.00 0.04277
480.00 0.04289
482.00 0.04306
484.00 0.04310
486.00 0.04327
488.00 0.04335
490.00 0.04348
492.00 0.04360
494.00 0.04371
496.00 0.04399
498.00 0.04460
500.00 0.04541
502.00 0.04644
504.00 0.04763
506.00 0.04889
508.00 0.05072
510.00 0.05331
512.00 0.05617
514.00 0.05914
516.00 0.06280
518.00 0.06710
520.00 0.07118
522.00 0.07539
524.00 0.08026
526.00 0.08495
528.00 0.08902
530.00 0.09291
532.00 0.09670
534.00 0.09953
536.00 0.10169
538.00 0.10353
540.00 0.10528
542.00 0.10680
544.00 0.10811
546.00 0.10912
548.00 0.10980
550.00 0.11022
552.00 0.11064
554.00 0.11110
556.00 0.11123
558.00 0.11076
560.00 0.10975
562.00 0.10843
564.00 0.10682
566.00 0.10507
568.00 0.10290
570.00 0.10024
572.00 0.09730
574.00 0.09461
576.00 0.09187
578.00 0.08903
580.00 0.08696
582.00 0.08531
584.00 0.08364
586.00 0.08192
588.00 0.08026
590.00 0.07883
592.00 0.07765
594.00 0.07673
596.00 0.07593
598.00 0.07539
600.00 0.07490
602.00 0.07427
604.00 0.07354
606.00 0.07282
608.00 0.07209
610.00 0.07124
612.00 0.07035
614.00 0.06938
616.00 0.06828
618.00 0.06707
620.00 0.06592
622.00 0.06495
624.00 0.06422
626.00 0.06370
628.00 0.06328
630.00 0.06290
632.00 0.06254
634.00 0.06207
636.00 0.06146
